scenario,iter,profit,produced,good,th_per_hr,epp,J
S5_weighted,0,1944.3326,28,28,2.400000,2.238204,2001.409972
S5_weighted,1,2676.1842,39,39,3.342857,2.276906,3260.040729
S5_weighted,2,2664.3693,39,39,3.342857,2.209309,3288.783929
S5_weighted,3,2620.8056,38,38,3.257143,2.507973,3016.021563
S5_weighted,4,2753.4216,40,40,3.428571,2.214121,3424.948907
S5_weighted,5,2549.7293,37,37,3.171429,2.325812,3004.242326
S5_weighted,6,2624.6760,38,38,3.257143,2.202792,3203.000740
S5_weighted,7,2813.1805,41,41,3.514286,2.207887,3538.448459
S5_weighted,8,2335.6332,34,34,2.914286,2.176183,2729.923353
S5_weighted,9,2816.5149,41,41,3.514286,2.353293,3454.539024
S5_weighted,10,3014.4791,44,44,3.771429,2.404814,3771.590732
S5_weighted,11,2626.6156,38,38,3.257143,2.255070,3173.573814
S5_weighted,12,3029.9104,44,44,3.771429,2.306093,3846.254620
S5_weighted,13,3241.3088,47,47,4.028571,2.199759,4271.453181
S5_weighted,14,2967.2160,43,43,3.685714,2.251532,3766.296615
S5_weighted,15,3093.2966,45,45,3.857143,2.351376,3932.470947
S5_weighted,16,3241.2830,47,47,4.028571,2.279022,4223.870030
S5_weighted,17,2180.6075,32,32,2.742857,2.239971,2436.624690
S5_weighted,18,3651.2996,53,53,4.542857,2.334743,4900.453773
S5_weighted,19,3310.4111,48,48,4.114286,2.258401,4355.370366
S5_weighted,20,2477.0405,36,36,3.085714,2.233508,2936.935657
S5_weighted,21,3440.7163,50,50,4.285714,2.220892,4608.181283
S5_weighted,22,3576.7818,52,52,4.457143,2.236577,4834.835443
S5_weighted,23,3103.8018,45,45,3.857143,2.274328,3989.205135
S5_weighted,24,3292.4056,48,48,4.114286,2.320609,4300.040467
S5_weighted,25,3369.4238,49,49,4.200000,2.240374,4475.199375
S5_weighted,26,3311.7404,48,48,4.114286,2.183071,4401.897587
S5_weighted,27,2356.1777,34,34,2.914286,2.061412,2819.330731
S5_weighted,28,2757.1978,40,40,3.428571,2.333900,3356.857676
S5_weighted,29,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,30,3089.4088,45,45,3.857143,2.389443,3905.743314
S5_weighted,31,3574.0770,52,52,4.457143,2.367736,4753.435423
S5_weighted,32,3314.7475,48,48,4.114286,2.325690,4319.333502
S5_weighted,33,3164.2831,46,46,3.942857,2.219967,4132.302860
S5_weighted,34,3505.0589,51,51,4.371429,2.241215,4710.329681
S5_weighted,35,3305.1342,48,48,4.114286,2.246163,4357.436162
S5_weighted,36,3308.0580,48,48,4.114286,2.239269,4364.496551
S5_weighted,37,3299.7413,48,48,4.114286,2.444188,4233.228279
S5_weighted,38,3382.9604,49,49,4.200000,2.368261,4412.003666
S5_weighted,39,3308.4092,48,48,4.114286,2.394406,4271.765549
S5_weighted,40,3584.0836,52,52,4.457143,2.239338,4840.480914
S5_weighted,41,2899.1319,42,42,3.600000,2.247722,3650.498410
S5_weighted,42,3303.5740,48,48,4.114286,2.363530,4285.456224
S5_weighted,43,3437.0570,50,50,4.285714,2.357513,4522.549248
S5_weighted,44,3373.7689,49,49,4.200000,2.273409,4459.723767
S5_weighted,45,2967.0839,43,43,3.685714,2.372253,3693.732118
S5_weighted,46,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,47,3443.8978,50,50,4.285714,2.385597,4512.539429
S5_weighted,48,2627.3647,38,38,3.257143,2.068951,3285.994276
S5_weighted,49,3377.2857,49,49,4.200000,2.414982,4378.296183
S5_weighted,50,3312.2224,48,48,4.114286,2.406058,4268.587630
S5_weighted,51,3371.0336,49,49,4.200000,2.215537,4491.711338
S5_weighted,52,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,53,3651.2996,53,53,4.542857,2.334743,4900.453773
S5_weighted,54,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,55,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,56,2901.0684,42,42,3.600000,2.437369,3538.646855
S5_weighted,57,3652.2554,53,53,4.542857,2.251461,4951.378995
S5_weighted,58,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,59,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,60,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,61,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,62,3443.8978,50,50,4.285714,2.385597,4512.539429
S5_weighted,63,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,64,3732.0314,54,54,4.628571,2.204585,5109.280166
S5_weighted,65,3514.9376,51,51,4.371429,2.280745,4696.490496
S5_weighted,66,3502.4755,51,51,4.371429,2.414742,4603.630258
S5_weighted,67,3310.3821,48,48,4.114286,2.323247,4316.433814
S5_weighted,68,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,69,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,70,3229.6019,47,47,4.028571,2.529386,4061.970194
S5_weighted,71,3732.0314,54,54,4.628571,2.204585,5109.280166
S5_weighted,72,3725.9994,54,54,4.628571,2.228914,5088.651059
S5_weighted,73,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,74,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,75,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,76,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,77,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,78,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,79,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,80,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,81,3514.9376,51,51,4.371429,2.280745,4696.490496
S5_weighted,82,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,83,3247.0797,47,47,4.028571,2.331918,4197.928971
S5_weighted,84,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,85,3795.5993,55,55,4.714286,2.266034,5185.978776
S5_weighted,86,2947.6247,43,43,3.685714,2.506014,3594.016251
S5_weighted,87,3499.1940,51,51,4.371429,2.422983,4595.403910
S5_weighted,88,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,89,3996.5763,58,58,4.971429,2.197355,5578.163239
S5_weighted,90,3364.7225,49,49,4.200000,2.346933,4406.562869
S5_weighted,91,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,92,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,93,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,94,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,95,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,96,3500.9018,51,51,4.371429,2.401856,4609.788035
S5_weighted,97,3025.3810,44,44,3.771429,2.470611,3743.014150
S5_weighted,98,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,99,3996.5763,58,58,4.971429,2.197355,5578.163239
S5_weighted,100,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,101,3575.9411,52,52,4.457143,2.310754,4789.488727
S5_weighted,102,3373.2609,49,49,4.200000,2.402063,4382.023067
S5_weighted,103,3996.5763,58,58,4.971429,2.197355,5578.163239
S5_weighted,104,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,105,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,106,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,107,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,108,3996.5763,58,58,4.971429,2.197355,5578.163239
S5_weighted,109,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,110,3576.0314,52,52,4.457143,2.308415,4790.982296
S5_weighted,111,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,112,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,113,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,114,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,115,3594.6504,52,52,4.457143,2.124586,4919.898928
S5_weighted,116,3311.3323,48,48,4.114286,2.414036,4262.910913
S5_weighted,117,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,118,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,119,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,120,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,121,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,122,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,123,3375.5134,49,49,4.200000,2.341703,4420.491354
S5_weighted,124,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,125,3377.3933,49,49,4.200000,2.362156,4410.099996
S5_weighted,126,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,127,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,128,3013.6823,44,44,3.771429,2.535908,3692.137263
S5_weighted,129,3863.8672,56,56,4.800000,2.182319,5354.475667
S5_weighted,130,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,131,2966.7231,43,43,3.685714,2.370753,3694.271432
S5_weighted,132,3576.0314,52,52,4.457143,2.308415,4790.982296
S5_weighted,133,3442.8352,50,50,4.285714,2.207102,4618.574172
S5_weighted,134,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,135,3500.9018,51,51,4.371429,2.401856,4609.788035
S5_weighted,136,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,137,3094.4551,45,45,3.857143,2.519125,3832.980400
S5_weighted,138,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,139,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,140,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,141,3311.3323,48,48,4.114286,2.414036,4262.910913
S5_weighted,142,3508.8196,51,51,4.371429,2.296599,4680.860371
S5_weighted,143,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,144,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,145,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,146,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,147,3988.3030,58,58,4.971429,2.261850,5531.192888
S5_weighted,148,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,149,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,150,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,151,3385.0703,49,49,4.200000,2.274465,4470.391445
S5_weighted,152,3785.0635,55,55,4.714286,2.183516,5224.953799
S5_weighted,153,3988.3030,58,58,4.971429,2.261850,5531.192888
S5_weighted,154,3232.8167,47,47,4.028571,2.344995,4175.819519
S5_weighted,155,3518.5493,51,51,4.371429,2.267884,4707.819144
S5_weighted,156,3575.9411,52,52,4.457143,2.310754,4789.488727
S5_weighted,157,3578.9711,52,52,4.457143,2.457234,4704.630432
S5_weighted,158,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,159,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,160,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,161,3861.5402,56,56,4.800000,2.153851,5369.229494
S5_weighted,162,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,163,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,164,3645.6416,53,53,4.542857,2.260158,4939.546923
S5_weighted,165,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,166,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,167,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,168,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,169,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,170,3861.5402,56,56,4.800000,2.153851,5369.229494
S5_weighted,171,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,172,3512.4200,51,51,4.371429,2.316522,4672.506804
S5_weighted,173,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,174,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,175,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,176,3589.1791,52,52,4.457143,2.235681,4847.770392
S5_weighted,177,3433.2199,50,50,4.285714,2.361823,4516.126007
S5_weighted,178,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,179,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,180,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,181,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,182,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,183,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,184,3300.9446,48,48,4.114286,2.470525,4218.629843
S5_weighted,185,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,186,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,187,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,188,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,189,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,190,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,191,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,192,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,193,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,194,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,195,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,196,3512.4200,51,51,4.371429,2.316522,4672.506804
S5_weighted,197,3860.5901,56,56,4.800000,2.262861,5302.873614
S5_weighted,198,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,199,3173.9503,46,46,3.942857,2.328501,4076.849601
S5_weighted,200,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,201,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,202,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,203,3447.5203,50,50,4.285714,2.208081,4622.671481
S5_weighted,204,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,205,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,206,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,207,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,208,3924.8731,57,57,4.885714,2.161442,5478.008167
S5_weighted,209,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,210,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,211,3178.6478,46,46,3.942857,2.266276,4118.882176
S5_weighted,212,3594.7458,52,52,4.457143,2.197356,4876.332100
S5_weighted,213,3594.7458,52,52,4.457143,2.197356,4876.332100
S5_weighted,214,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,215,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,216,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,217,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,218,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,219,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,220,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,221,3304.3881,48,48,4.114286,2.336370,4302.566249
S5_weighted,222,3861.5402,56,56,4.800000,2.153851,5369.229494
S5_weighted,223,3375.5134,49,49,4.200000,2.341703,4420.491354
S5_weighted,224,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,225,3852.5145,56,56,4.800000,2.249839,5302.611034
S5_weighted,226,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,227,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,228,2966.7231,43,43,3.685714,2.370753,3694.271432
S5_weighted,229,3575.9411,52,52,4.457143,2.310754,4789.488727
S5_weighted,230,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,231,3373.4443,49,49,4.200000,2.321274,4430.679952
S5_weighted,232,3594.6504,52,52,4.457143,2.124586,4919.898928
S5_weighted,233,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,234,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,235,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,236,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,237,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,238,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,239,3038.6985,44,44,3.771429,2.381910,3809.552684
S5_weighted,240,3448.9691,50,50,4.285714,2.267298,4588.590491
S5_weighted,241,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,242,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,243,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,244,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,245,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,246,3239.3084,47,47,4.028571,2.388745,4156.061419
S5_weighted,247,3575.9411,52,52,4.457143,2.310754,4789.488727
S5_weighted,248,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,249,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,250,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,251,3594.6504,52,52,4.457143,2.124586,4919.898928
S5_weighted,252,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,253,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,254,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,255,3499.5032,51,51,4.371429,2.309580,4663.755081
S5_weighted,256,3311.3323,48,48,4.114286,2.414036,4262.910913
S5_weighted,257,3861.5402,56,56,4.800000,2.153851,5369.229494
S5_weighted,258,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,259,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,260,3173.9503,46,46,3.942857,2.328501,4076.849601
S5_weighted,261,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,262,3594.6504,52,52,4.457143,2.124586,4919.898928
S5_weighted,263,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,264,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,265,3247.4409,47,47,4.028571,2.428794,4140.164422
S5_weighted,266,3302.3689,48,48,4.114286,2.404260,4259.813122
S5_weighted,267,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,268,3311.3323,48,48,4.114286,2.414036,4262.910913
S5_weighted,269,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,270,3510.3287,51,51,4.371429,2.387780,4627.660637
S5_weighted,271,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,272,3316.6182,48,48,4.114286,2.247245,4368.271083
S5_weighted,273,3442.8352,50,50,4.285714,2.207102,4618.574172
S5_weighted,274,3365.6646,49,49,4.200000,2.350920,4405.112545
S5_weighted,275,3165.0640,46,46,3.942857,2.432400,4005.623819
S5_weighted,276,3443.4057,50,50,4.285714,2.283998,4573.006833
S5_weighted,277,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,278,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,279,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,280,3594.7458,52,52,4.457143,2.197356,4876.332100
S5_weighted,281,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,282,3443.4057,50,50,4.285714,2.283998,4573.006833
S5_weighted,283,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,284,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,285,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,286,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,287,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,288,3013.6823,44,44,3.771429,2.535908,3692.137263
S5_weighted,289,3801.1699,55,55,4.714286,2.184066,5240.730396
S5_weighted,290,2814.2406,41,41,3.514286,2.499741,3364.396187
S5_weighted,291,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,292,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,293,3988.3030,58,58,4.971429,2.261850,5531.192888
S5_weighted,294,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,295,3644.3577,53,53,4.542857,2.183975,4983.972911
S5_weighted,296,3576.0314,52,52,4.457143,2.308415,4790.982296
S5_weighted,297,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,298,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,299,3499.5032,51,51,4.371429,2.309580,4663.755081
S5_weighted,300,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,301,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,302,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,303,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,304,2817.2923,41,41,3.514286,2.495236,3370.150439
S5_weighted,305,3863.8672,56,56,4.800000,2.182319,5354.475667
S5_weighted,306,3594.6504,52,52,4.457143,2.124586,4919.898928
S5_weighted,307,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,308,3785.0635,55,55,4.714286,2.183516,5224.953799
S5_weighted,309,3860.5901,56,56,4.800000,2.262861,5302.873614
S5_weighted,310,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,311,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,312,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,313,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,314,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,315,3375.5134,49,49,4.200000,2.341703,4420.491354
S5_weighted,316,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,317,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,318,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,319,3178.6478,46,46,3.942857,2.266276,4118.882176
S5_weighted,320,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,321,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,322,3302.3689,48,48,4.114286,2.404260,4259.813122
S5_weighted,323,3655.8110,53,53,4.542857,2.204915,4982.861892
S5_weighted,324,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,325,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,326,3518.5493,51,51,4.371429,2.267884,4707.819144
S5_weighted,327,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,328,3988.3030,58,58,4.971429,2.261850,5531.192888
S5_weighted,329,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,330,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,331,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,332,3854.5333,56,56,4.800000,2.214459,5325.858229
S5_weighted,333,3722.2111,54,54,4.628571,2.166980,5122.023340
S5_weighted,334,2966.7231,43,43,3.685714,2.370753,3694.271432
S5_weighted,335,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,336,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,337,2966.7231,43,43,3.685714,2.370753,3694.271432
S5_weighted,338,3436.8837,50,50,4.285714,2.356949,4522.714147
S5_weighted,339,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,340,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,341,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,342,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,343,3231.6621,47,47,4.028571,2.531678,4062.655300
S5_weighted,344,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,345,3165.0640,46,46,3.942857,2.432400,4005.623819
S5_weighted,346,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,347,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,348,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,349,3499.5032,51,51,4.371429,2.309580,4663.755081
S5_weighted,350,3375.5134,49,49,4.200000,2.341703,4420.491354
S5_weighted,351,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,352,3732.7607,54,54,4.628571,2.145954,5145.188114
S5_weighted,353,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,354,3363.8326,49,49,4.200000,2.338789,4410.558971
S5_weighted,355,3712.3908,54,54,4.628571,2.333094,5012.534273
S5_weighted,356,3860.6173,56,56,4.800000,2.217088,5330.364474
S5_weighted,357,3575.9411,52,52,4.457143,2.310754,4789.488727
S5_weighted,358,3231.6621,47,47,4.028571,2.531678,4062.655300
S5_weighted,359,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,360,3436.9049,50,50,4.285714,2.357477,4522.418661
S5_weighted,361,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,362,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,363,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,364,3576.0314,52,52,4.457143,2.308415,4790.982296
S5_weighted,365,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,366,3165.6978,46,46,3.942857,2.485945,3974.130779
S5_weighted,367,3927.1546,57,57,4.885714,2.199497,5457.456358
S5_weighted,368,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,369,2966.7231,43,43,3.685714,2.370753,3694.271432
S5_weighted,370,4002.3725,58,58,4.971429,2.157115,5608.103441
S5_weighted,371,3034.2059,44,44,3.771429,2.419144,3782.719516
S5_weighted,372,3516.3924,51,51,4.371429,2.327435,4669.931591
S5_weighted,373,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,374,3594.7458,52,52,4.457143,2.197356,4876.332100
S5_weighted,375,3576.0314,52,52,4.457143,2.308415,4790.982296
S5_weighted,376,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,377,4065.2878,59,59,5.057143,2.175675,5709.882660
S5_weighted,378,3518.5493,51,51,4.371429,2.267884,4707.819144
S5_weighted,379,3372.4084,49,49,4.200000,2.390349,4388.198949
S5_weighted,380,4065.2878,59,59,5.057143,2.175675,5709.882660
